Compound,Weight (g/mol),Additives,Additives,Temp ©,CMC,,Qual. Mat. Meth.,Method,Authors,Reference,Source,Evaluation,Canonical SMILES,,,
DODECYL /OXYETHYLENE/ 6 ALCOHOL,450.7,,,25,8.70E-05,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
DODECYL /OXYETHYLENE/ 6 ALCOHOL,450.7,,,35,7.20E-05,M,BB,SURFACE TENSION LOG PLOT,CORK GOOD,64003,T,3,,,,
,,,,,,,,,,,,,,,,
LITHIUM DODECYL 1 SULFATE,272.3,,,25,8.77E-03,M,BA,EQUIV CONDCTNCE GRAPH,MYSE PRIN,59002,TL,2,[Li+].CCCCCCCCCCCCOS(=O)(=O)[O-],,,
LITHIUM DODECYL 1 SULFATE,272.3,,,25,8.93E-03,M,BA,SPECFC CONDCTNCE GRAPH,MYSE PRIN,59002,TL,2,[Li+].CCCCCCCCCCCCOS(=O)(=O)[O-],,,
,,,,,,,,,,,,,,,,
TETRAMETHYL AMMONIUM DODECYL 1 SULFATE,339.5,,,25,5.41E-03,M,BA,EQUIV CONDCTNCE GRAPH,MYSE PRIN,59002,TL,2,,,,
TETRAMETHYL AMMONIUM DODECYL 1 SULFATE,339.5,,,25,5.52E-03,M,BA,SPECFC CONDCTNCE GRAPH,MYSE PRIN,59002,TL,2,,,,
,,,,,,,,,,,,,,,,
SODIUM DODECANE 1-SULFONATE,272.3,,,25,9.80E-03,M,AB,SURFACE TENSION LOG PLOT,BUJA GODD,65007,L,3,,,,
SODIUM DODECANE 1-SULFONATE,272.3,,,40,9.70E-03,M,AB,SURFACE TENSION LOG PLOT,BUJA GODD,65007,L,3,,,,
,,,,,,,,,,,,,,,,
SODIUM OCTYL 1-SULFONATE,216.2,,,23,1.55E-01,N,CB,UNSPECIFIED CONDUCTANCE,TART LELO,55021,T,3,CCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM OCTYL 1-SULFONATE,216.2,,,25,1.55E-01,M,CC,REFRACTIVE INDEX,KLEV,48005,T,3,CCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM OCTYL 1-SULFONATE,216.2,,,40,1.62E-01,M,CC,REFRACTIVE INDEX,KLEV,48005,T,3,CCCCCCCCS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM DECYL 1-SULFONATE,244.3,,,30,1.066E 0,D,BA,FOTOMTR SOLUBLZTN OROT,SCHO,66036,T,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1-SULFONATE,244.3,,,,4.36E-02,M,,,,,M,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1-SULFONATE,244.3,,,30,5.36E-01,D,BA,FOTOMTR SOLUBLZTN OROT,SCHO,66036,T,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1-SULFONATE,244.3,,,,2.20E-02,M,,,,,M,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
ALPHA SULFOMYRISTIC ACID,308.4,,,25,5.20E-03,M,CC,EQUIV CONDCTNCE GRAPH,WEIL STIR,56008,GL,3,,,,
,,,,,,,,,,,,,,,,
DECYL TRIMETHYL AMMONIUM CHLORIDE,235.8,,,25,6.11E-02,M,BB,UNSPECIFIED CONDUCTANCE,HOYE MARM,61002,GL,3,C[N+](C)(C)CCCCCCCCCCOC(=O)N.[Cl-],,,
DECYL TRIMETHYL AMMONIUM CHLORIDE,235.8,,,25,1.96E-02,M,BB,UNSPEC SOLUBLZTN SDN 4,HOYE MARM,61002,GL,3,C[N+](C)(C)CCCCCCCCCCOC(=O)N.[Cl-],,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/2 ALCOHOL,294.4,,,25,1.32E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/3 ALCOHOL,338.5,,,25,9.70E-05,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/4 ALCOHOL,382.5,,,25,1.25E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL,426.6,,,25,1.54E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/6 ALCOHOL,470.7,,,25,2.05E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/7 ALCOHOL,514.7,,,25,2.46E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/8 ALCOHOL,558.8,,,25,2.80E-04,M BC,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/9 ALCOHOL,602.8,,,25,3.35E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /0XYETHYLENE/10 ALCOHOL,646.9,,,25,3.35E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
NONYL DIMETHYL AMINE OXIDE,187.3,,,25,5.40E-02,M,BC,HEAT OF DILUTION,BENJ,64016,L,3,,,,
,,,,,,,,,,,,,,,,
"POTASSIUM 9,10 DIHYDROXY STEARATE",354.6,,,60,7.50E-03,M,BC,EQUIV CONDCTNCE GRAPH,GREG TART,48012,T,3,,,,
,,,,,,,,,,,,,,,,
SODIUM DI-N-AMYL SULFOSUCCINATE,360.3,,,25,5.30E-02,M,BC,SURFACE TENSION LOG PLOT,WILL DIXO,57009,AL,3,,,,
,,,,,,,,,,,,,,,,
SODIUM DI-N-HEXYL SULFOSUCCINATE,388.4,,,25,1.24E-02,M,BC,SURFACE TENSION LOG PLOT,WILL DIXO,57009,TL,3,CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM DI-N-OCTYL SULFOSUCCINATE,444.5,,,25,6.80E-04,M,BC,SURFACE TENSION LOG PLOT,WILL DIXO,57009,TL,3,CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
TETRAMETHYL AMMONIUM DODECYL 1 SULFATE,339.5,,,25,5.41E-03,M,BA,EQUIV CONDCTNCE GRAPH,MYSE PRIN,59002,TL,2,,,,
TETRAMETHYL AMMONIUM DODECYL 1 SULFATE,339.5,,,25,5.52E-03,M,BA,SPECFC CONDCTNCE GRAPH,MYSE PRIN,59002,TL,2,,,,
,,,,,,,,,,,,,,,,
SODIUM DODECANE 1-SULFONATE,272.3,,,25,9.80E-03,M,AB,SURFACE TENSION LOG PLOT,BUJA GODD,65007,L,3,,,,
SODIUM DODECANE 1-SULFONATE,272.3,,,40,9.70E-03,M,AB,SURFACE TENSION LOG PLOT,BUJA GODD,65007,L,3,,,,
,,,,,,,,,,,,,,,,
SODIUM OCTYL 1-SULFONATE,216.2,,,23,1.55E-01,N,CB,UNSPECIFIED CONDUCTANCE,TART LELO,55021,T,3,CCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM OCTYL 1-SULFONATE,216.2,,,25,1.55E-01,M,CC,REFRACTIVE INDEX,KLEV,48005,T,3,CCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM OCTYL 1-SULFONATE,216.2,,,40,1.62E-01,M,CC,REFRACTIVE INDEX,KLEV,48005,T,3,CCCCCCCCS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM DECYL 1-SULFONATE,244.3,,,30,1.066E 0,D,BA,FOTOMTR SOLUBLZTN OROT,SCHO,66036,T,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1-SULFONATE,244.3,,,,4.36E-02,M,,,,,M,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1-SULFONATE,244.3,,,30,5.36E-01,D,BA,FOTOMTR SOLUBLZTN OROT,SCHO,66036,T,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1-SULFONATE,244.3,,,,2.20E-02,M,,,,,M,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
ALPHA SULFOMYRISTIC ACID,308.4,,,25,5.20E-03,M,CC,EQUIV CONDCTNCE GRAPH,WEIL STIR,56008,GL,3,,,,
,,,,,,,,,,,,,,,,
DECYL TRIMETHYL AMMONIUM CHLORIDE,235.8,,,25,6.11E-02,M,BB,UNSPECIFIED CONDUCTANCE,HOYE MARM,61002,GL,3,C[N+](C)(C)CCCCCCCCCCOC(=O)N.[Cl-],,,
DECYL TRIMETHYL AMMONIUM CHLORIDE,235.8,,,25,1.96E-02,M,BB,UNSPEC SOLUBLZTN SDN 4,HOYE MARM,61002,GL,3,C[N+](C)(C)CCCCCCCCCCOC(=O)N.[Cl-],,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/2 ALCOHOL,294.4,,,25,1.32E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/3 ALCOHOL,338.5,,,25,9.70E-05,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/4 ALCOHOL,382.5,,,25,1.25E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL,426.6,,,25,1.54E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/6 ALCOHOL,470.7,,,25,2.05E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/7 ALCOHOL,514.7,,,25,2.46E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/8 ALCOHOL,558.8,,,25,2.80E-04,M BC,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/9 ALCOHOL,602.8,,,25,3.35E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /0XYETHYLENE/10 ALCOHOL,646.9,,,25,3.35E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
NONYL DIMETHYL AMINE OXIDE,187.3,,,25,5.40E-02,M,BC,HEAT OF DILUTION,BENJ,64016,L,3,,,,
,,,,,,,,,,,,,,,,
"POTASSIUM 9,10 DIHYDROXY STEARATE",354.6,,,60,7.50E-03,M,BC,EQUIV CONDCTNCE GRAPH,GREG TART,48012,T,3,,,,
,,,,,,,,,,,,,,,,
SODIUM DI-N-AMYL SULFOSUCCINATE,360.3,,,25,5.30E-02,M,BC,SURFACE TENSION LOG PLOT,WILL DIXO,57009,AL,3,,,,
,,,,,,,,,,,,,,,,
SODIUM DI-N-HEXYL SULFOSUCCINATE,388.4,,,25,1.24E-02,M,BC,SURFACE TENSION LOG PLOT,WILL DIXO,57009,TL,3,CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM DI-N-OCTYL SULFOSUCCINATE,444.5,,,25,6.80E-04,M,BC,SURFACE TENSION LOG PLOT,WILL DIXO,57009,TL,3,CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+],,,
