CMPD_CHEMBLID,ID,Log_p,smiles
CHEMBL1221510,2366,3,CC(C)CN1C(=O)NC(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCC4
CHEMBL2069623,2367,3.17,Nc1ncnc2c1c(COc3cccc(Cl)c3)nn2C4CCOCC4
CHEMBL53966,2368,3.21,O=C(COCc1ccccc1)Nc2ccc3c(c2)C(=O)C(=O)c4ccccc34
CHEMBL2062578,2369,3.09,OCc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1
CHEMBL128,2370,-0.96,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
CHEMBL2035032,2371,2.9,NC1(CCC1)c2ccc(cc2)c3c(ccc4ccnn34)c5ccccc5
CHEMBL2010836,2372,3,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4
CHEMBL1829422,2373,1.37,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccoc3C(=O)N2Cc4ccccc4
CHEMBL513412,2374,2.04,COc1ccc(N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)C(=O)c3occc3C)c(OC)c1
CHEMBL167471,2375,2.95,CCCc1c(O)c(ccc1OCc2cccc(NC(=O)Cc3ccccc3C(=O)O)c2)C(=O)C
CHEMBL1766082,2376,3.1,CC(C)OC(=O)N1CC2COCC(C1)C2Oc3ncnc(Oc4cccnc4C)c3C
CHEMBL404057,2377,3.15,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nccnc13
CHEMBL2035040,2378,1.3,NC(=O)c1cnc(c2ccc(cc2)C3(N)CCC3)c(c1)c4ccccc4
CHEMBL402986,2379,2.86,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13
CHEMBL1789186,2380,0.77,NCC[C@@H](Oc1cc(Cl)c(F)cc1C#N)c2ccccc2
CHEMBL1762543,2381,3.7,CN(c1ccnc(Nc2cc(OC3CCOCC3)cc(c2)N4CCOCC4)n1)c5cc(CO)ccc5C
CHEMBL380947,2382,3.37,CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13
CHEMBL117,2383,3.83,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3
CHEMBL2057371,2384,1.37,CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2
CHEMBL377136,2385,2.2,O=C(Nc1ccccn1)c2ccccc2
CHEMBL361546,2386,1.44,ON1C(=O)N(CC2COc3ccccc3O2)c4ccsc4C1=O
CHEMBL1644331,2387,3.92,S(c1ccccc1)c2ccc3ccccc3n2
CHEMBL2031559,2388,1.1,FC(F)(F)c1cc(C(=O)Nc2cccc(c2)c3nnn[nH]3)c4nc[nH]c4c1
CHEMBL1778369,2389,1.69,COC[C@H](C)Oc1cc(Oc2ccc(Cl)cc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O
CHEMBL2172007,2390,2.35,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccccc4
CHEMBL2164748,2391,0.9,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1
CHEMBL452791,2392,2.21,COCCOCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2
CHEMBL36,2393,2.31,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2
CHEMBL190243,2394,1.64,C[C@@H](C(=O)NCCN1CCCC1)c2ccc(OS(=O)(=O)C(F)(F)F)cc2
CHEMBL1532611,2395,2.71,Nc1ccc(OCCc2ccccc2)cc1
CHEMBL1773254,2396,1.67,OC(=O)CCc1ccc(OCc2cccc(Br)c2)cc1
CHEMBL1164184,2397,3.3,Fc1cnc(NC(=O)C(CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4)s1
CHEMBL507722,2398,2.13,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)NC4CCN(C)CC4)ncc2F
CHEMBL138649,2399,3.6,Oc1ccc2OC(=CC(=O)c2c1)c3ccccc3
CHEMBL275455,2400,2.32,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)NC(=O)OCC(F)(F)F)C(=O)C(F)(F)F
CHEMBL321590,2401,1.53,ONC(=O)C1COC(=N1)c2ccc(F)c(c2)C(F)(F)F
CHEMBL123846,2402,3,CCCc1c(O)c(ccc1OCCCOc2ccc3C(=O)C=C(Oc3c2CCC)C(=O)O)C(=O)C
CHEMBL1084863,2403,2.86,NS(=O)(=O)c1ccc(Nc2nccc(n2)c3ccccc3)cc1
CHEMBL1180725,2404,0.2,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc13)C(C)C
CHEMBL1389370,2405,3.3,CCN(CC)CCNc1ncnc2c1sc3nc(N4CCOCC4)c5CCCCc5c23
CHEMBL1079486,2406,2,CC1CC(NC(=O)C)c2ccccc2N1C(=O)c3ccccc3
CHEMBL1800656,2407,1.92,CCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3
CHEMBL151445,2408,0.4,OCC(O)CN1CCN(CC1)c2ccccc2
CHEMBL561652,2409,2.63,C[C@@H](CO)Oc1cc(Oc2ccc(cc2)S(=O)(=O)C)cc(c1)C(=O)Nc3nccs3
CHEMBL2207225,2410,2.49,COc1cc(OC)c(cc1NC(=O)Cc2ccnc(F)c2)S(=O)(=O)N3C(C)CCc4ccccc34
CHEMBL1313395,2411,3.66,Cc1sc2ncnc(N3CCN(CC3)c4ncccn4)c2c1C
CHEMBL394527,2412,3.27,OC[C@H](O)CN1C(=O)[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3
CHEMBL260135,2413,2.6,Nc1n[nH]c2nnc(c3ccccc3)c(c4ccccc4)c12
CHEMBL1796297,2414,2.31,O[C@@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncc5)cc3
CHEMBL451496,2415,2.1,Oc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(F)c1
CHEMBL2325696,2416,2.8,C[C@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C
CHEMBL2158774,2417,3.01,Cc1ccc(C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O)cc1
CHEMBL255536,2418,2.48,COc1ccc(CC(=O)NC(N\C(=N\C#N)\Nc2ccccc2C)C(C)(C)C)cc1OC
CHEMBL2206523,2419,3.64,CN1CC(c2ccc(Cl)cc2)c3ccccc3C1
CHEMBL1892245,2420,-1.31,OC(=O)CSc1c[nH]c2ccccc12
CHEMBL1466,2421,1.22,OC1=C(CC2=C(O)c3ccccc3OC2=O)C(=O)Oc4ccccc14
CHEMBL1169880,2422,3.49,C[C@@H](Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3F)C(F)(F)F)S(=O)(=O)C)C(F)(F)F
CHEMBL2164672,2423,0.9,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCCCC2
CHEMBL2030798,2424,-0.31,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3ccccc3Cl)C(=O)O)cc2)n1
CHEMBL661,2425,1.98,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12
CHEMBL2335894,2426,3.05,COCCC(=O)N[C@@H](C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
CHEMBL511115,2427,0.76,COc1ccc(cc1OC2CCCC2)[C@@]3(CC[C@H](CC3)C(=O)O)C#N
CHEMBL2335123,2428,2.46,CCOc1ccccc1c2ccc(cc2)c3nc4ccc(F)cc4c(C(=O)NCCOCCN)c3C
CHEMBL1777822,2429,0.15,Cc1ccc(cc1c2cc(ccc2OCC(=O)O)C(F)(F)F)C#N
CHEMBL1236772,2430,2.91,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1
CHEMBL2177159,2431,2.26,COCCNS(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3
CHEMBL1950729,2432,0.87,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)c3ccccc3
CHEMBL2178579,2433,2.6,Oc1c(NC(=O)Nc2cccc(F)c2Cl)ccc(Cl)c1S(=O)(=O)N3CCNCC3
CHEMBL1194608,2434,0.53,CN1CCC(=CC1)c2cccc(O)c2
CHEMBL267744,2435,-0.84,OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
CHEMBL1201016,2436,1.7,COCC1=C(N2[C@H](SC1)[C@H](NC(=O)\C(=N/OC)\c3csc(N)n3)C2=O)C(=O)OC(C)OC(=O)OC(C)C
CHEMBL932,2437,3.97,OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO
CHEMBL556716,2438,2.9,CS(=O)(=O)c1ccc(cc1)C(CCNC(=O)c2ccc(cc2)C#N)c3ccc(F)cc3
CHEMBL1945031,2439,1.13,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5NC(=O)Sc45)c3)c[nH]c12
CHEMBL2331754,2440,2.69,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(CO)c(Oc4cccc(Cl)c4)c3)C(=O)NC1=O
CHEMBL2170989,2441,1.9,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)Nc4ccccc4)[C@@H](O)[C@H]3O
CHEMBL1123,2442,3.72,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
CHEMBL442137,2443,1.7,CC12NC(Cc3ccccc13)c4ccccc24
CHEMBL2171992,2444,1.74,COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N
CHEMBL2181928,2445,2.75,C[C@@H]1CN([C@@H](CO1)c2ccccc2)c3ccc4OCC(=O)Nc4n3
CHEMBL2164690,2446,4.1,CC(C)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL73189,2447,2.7,Cc1nc2ccccn2c1c3ccnc(Nc4cccc(Cl)c4)n3
CHEMBL1689117,2448,0.99,OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)c3ccc(F)cc3
CHEMBL110147,2449,1.84,Oc1ccc(CCNCCCS(=O)(=O)NCCOCCSc2ccccc2)c3sc(O)nc13
CHEMBL2139925,2450,4.1,CCc1nc2ccc(cn2c1N(C)Cc3cccs3)C(=O)NCc4ccc5OCOc5c4
CHEMBL469727,2451,1.98,COCc1ccoc1C(=O)N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)c3ccc(OC)cc3OC
CHEMBL186526,2452,2.65,CN(C)c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc(O)cc3)c2
CHEMBL1778866,2453,2.23,COc1cc(F)ccc1c2cncc(CNC3CCC3)n2
CHEMBL31815,2454,3.7,Cc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1
CHEMBL502,2455,2.41,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC
CHEMBL298700,2456,3.3,CCN(CC)C(=O)c1ccc2[nH]c(c(CCNCCCCc3ccncc3)c2c1)c4cc(C)cc(C)c4
CHEMBL1287853,2457,2.11,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc4cccc(c4)S(=O)(=O)NC(C)(C)C
CHEMBL1199988,2458,1.85,Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCNCC5
CHEMBL2062558,2459,2.23,Nc1cc(nc2c(cnn12)C#N)c3ccc(F)cc3
CHEMBL398894,2460,2.6,NS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1
CHEMBL247471,2461,3.1,C[C@@H](N(c1cc(F)ccc1F)S(=O)(=O)c2ccc(Cl)cc2)c3ccc(F)cc3CCCC(=O)O
CHEMBL1699517,2462,1.07,Cc1nc(CS(=O)(=O)c2ccccc2)cc(n1)N3CCOCC3
CHEMBL23,2463,1.99,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C
CHEMBL168634,2464,0.05,Cc1ccc(cc1)S(=O)(=O)N2N=Cc3ccccc3B2O
CHEMBL260374,2465,2.3,S=C(NC1CCCCC1)N2CCC(CC2)c3cnc[nH]3
CHEMBL50608,2466,2.2,Nc1cc(nc2ccccc12)c3ccccc3
CHEMBL2010839,2467,1.8,CN(C1CCN(Cc2ccc(nc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4
CHEMBL1288009,2468,1.82,COc1ccc(cc1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2
CHEMBL1900528,2469,-0.25,C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5
CHEMBL591931,2470,1.27,NC(=N)c1cc2c(cccc2s1)c3ccccc3
CHEMBL376291,2471,3.1,Clc1ccc(CN2C(=O)C(=O)c3ccccc23)cc1
CHEMBL223166,2472,0.9,COc1ccccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3
CHEMBL1631468,2473,1.86,CCCNC(=O)c1nnc2c(cccc2c1N)c3ncccn3
CHEMBL1944689,2474,2.3,O[C@@H](CNCCc1ccc(CNCCc2c(Cl)cccc2Cl)cc1)c3ccc(O)c4NC(=O)Sc34
CHEMBL1689122,2475,0.69,CC1CN(CCN1Cc2cc(Cl)ccc2OCC(=O)O)S(=O)(=O)c3ccccc3
CHEMBL1289349,2476,2.74,Clc1ccc(cc1)C2CCN(CC2)C(=O)COCc3ccncc3
CHEMBL92840,2477,2.15,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccncc2)C(F)(F)F
CHEMBL360227,2478,2.4,CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N
CHEMBL2207281,2479,2.06,OCCNS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1762550,2480,3.44,CN(c1ccnc(Nc2cc(nc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C
CHEMBL177611,2481,0.6,Clc1ccc(cc1)C(=O)N[C@H]2CN3CCC2CC3
CHEMBL1320527,2482,1.91,CC1=C(OCc2ccc(F)cc2)C(=O)C=CO1
CHEMBL1414985,2483,2.96,Clc1ccc(cc1)C(=O)Cc2ccccn2
CHEMBL6800,2484,1.9,COc1nc(Br)cnc1NS(=O)(=O)c2cccc3c(cccc23)N(C)C
CHEMBL1364572,2485,2.91,NC(=O)c1sc2nccc(Nc3ccccc3)c2c1N
CHEMBL1201117,2486,0.36,COc1ccccc1OCC(O)COC(=O)N
CHEMBL2003130,2487,3.31,Clc1ccc2C(=O)NC(=Nc2c1)c3ccccc3
CHEMBL388525,2488,3.39,Oc1cc(O)c2C(=O)c3ccccc3Oc2c1
CHEMBL1778650,2489,0.31,CCC(Oc1ccc(cc1c2ccc(cc2C)S(=O)(=O)CC)C(F)(F)F)C(=O)O
CHEMBL65511,2490,1.97,COC(=O)N1CCN([C@@H](CN2CCCC2)C1)C(=O)Cc3ccc(Cl)c(Cl)c3
CHEMBL457887,2491,1.32,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN(C)C)n2
CHEMBL1255840,2492,-0.27,CC1(C)CCC(CC1)NC(=O)[C@@H](N)CCC(=O)O
CHEMBL61593,2493,2.12,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C3CC4CC3C=C4)cc1Cl
CHEMBL1822878,2494,4.3,Oc1ccc(Br)c2ccccc12
CHEMBL1082410,2495,3.3,CNC(=O)c1ccc(cc1F)N2C(=S)N(C(=O)C23CCC3)c4ccc(C#N)c(c4)C(F)(F)F
CHEMBL1950849,2496,2.64,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3cccc(F)c3)C2
CHEMBL22442,2497,2.4,CCCC1=CC(=CC(=O)N1Cc2ccc(cc2)c3ccccc3c4nn[nH]n4)OCc5ccccc5
CHEMBL2070938,2498,1.3,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nccs4
CHEMBL1778622,2499,1.54,CCSc1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F
CHEMBL1886566,2500,2.38,COc1ccc(CN2C(=O)CCC2(C)C(=O)NC3CCCCC3)c(OC)c1
CHEMBL51583,2501,3.1,O=C1C(=O)c2cc(ccc2c3ccccc13)c4ccsc4
CHEMBL101311,2502,2.9,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1
CHEMBL1944739,2503,-1,CN(C)CCCNC(=O)c1nc(Cl)c(N)nc1N
CHEMBL855,2504,1.88,Cc1ccc(cc1)\C(=C/CN2CCCC2)\c3ccccn3
CHEMBL1806525,2505,2.8,COc1cc(ccc1Nc2ncc(C#N)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C
CHEMBL559078,2506,2.41,CCCCC(CC)CNC(=O)c1cc(ccc1Cl)N2N=CC(=O)NC2=O
CHEMBL2024676,2507,3.15,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3ccc(Cl)c(Cl)c3)CC1
CHEMBL126048,2508,0.8,Oc1c2ncc3ccccc3c2nn1c4ccccc4
CHEMBL1917440,2509,0.03,Cc1c(Sc2ccc(Cl)cc2)c3c(cccc3n1CC(=O)O)c4cnccn4
CHEMBL502684,2510,0.2,C(Oc1ccccc1)C2CNCCO2
CHEMBL1783286,2511,3.4,COc1ncc(C)cc1c2cccc3c(N)c(nnc23)C(=O)NC4CC4
CHEMBL1689114,2512,1.01,OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)c3ccccc3
CHEMBL1947157,2513,3.15,O[C@@H](CNCCc1cccc(CNCCc2c(Cl)cccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34
CHEMBL535,2514,2.26,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C
CHEMBL2171033,2515,1.5,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)c4ccccc4)cc1Cl
CHEMBL490,2516,1.78,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3
CHEMBL178737,2517,1.79,O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37
CHEMBL183425,2518,3.81,CN1CCN(CCCOc2ccc(cc2)c3onc(c3)c4ccc(F)cc4)CC1
CHEMBL1321641,2519,1.51,N#Cc1nc(nc(n1)N2CCOCC2)N3CCOCC3
CHEMBL93124,2520,3.5,CNc1ccc(cc1)c2nc3ccc(O)cc3s2
CHEMBL436381,2521,1.97,CN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2
CHEMBL1586531,2522,3.1,Clc1ccc(cc1)C(=O)\C=C\Sc2nc[nH]n2
CHEMBL228761,2523,2.21,O=C1C2CCC(N2)C(=O)N1Cc3ccccc3
CHEMBL810,2524,-1.08,CN1N=Nc2c(ncn2C1=O)C(=O)N
CHEMBL1430414,2525,2.35,Fc1cc2[nH]cnc2cc1Cl
CHEMBL189181,2526,4.28,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1
CHEMBL1910654,2527,3.25,N[C@H](CNC(=O)c1cc2c(cccc2[nH]1)c3ccccc3Cc4ccccc4)C(=O)O
CHEMBL182380,2528,2.86,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(cc4)S(=O)(=O)C
CHEMBL341324,2529,1.67,CCN(CC)C(=O)Cc1csc(NS(=O)(=O)c2cccc(Cl)c2C)n1
CHEMBL214637,2530,2.19,CCCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1
CHEMBL1565348,2531,3.7,CCCc1c(cnn1c2ccccc2)C(=O)Nc3cc(C)on3
CHEMBL552512,2532,1.15,O=C(CC1CCCCCC1)Nc2cccc3C(=O)N(C=Cc23)[C@H]4CCNC4
CHEMBL421,2533,-0.58,OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3
CHEMBL370152,2534,2.96,OC(=O)c1c(Sc2ccccc2)c3cc(Cl)ccc3n1Cc4ccc(Cl)cc4
CHEMBL2059872,2535,3.1,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc(CN5CCOCC5)s4
CHEMBL1531981,2536,1.63,Cc1oc(cc1C(=O)Nc2cccc(c2)C(=O)O)c3ccccc3
CHEMBL1944652,2537,3.86,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc5cccnc45
CHEMBL168073,2538,2.63,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1
CHEMBL380130,2539,3.8,COc1ccc2NC(=O)C(NC(=O)c3ccccc3OC)N=C(c4ccccc4)c2c1
CHEMBL389792,2540,2.87,CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13
CHEMBL1770465,2541,3.58,C[C@@H](Oc1ccc(SCCCCCc2ccccc2)cc1)C(=O)c3nc(C)c(CCCC(=O)O)s3
CHEMBL48190,2542,1.54,COC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1
CHEMBL51478,2543,2.89,COc1ccnc(CSc2nc3ccccc3[nH]2)c1
CHEMBL1224288,2544,2.3,Oc1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1
CHEMBL1180250,2545,1,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(C4CC4)c5ccccn5
CHEMBL2010832,2546,2.7,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3F)S(=O)(=O)C
CHEMBL308538,2547,-1.2,Fc1ncccc1OC[C@@H]2CCN2
CHEMBL1824369,2548,2.34,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4C#N)c1
CHEMBL2011928,2549,3.28,COc1ccc(cc1)c2nc3c(NCCCNC(=O)C)c(Br)cnc3[nH]2
CHEMBL471412,2550,3.86,COc1ccc(N(C(C(=O)NC2CCCC2)c3ccccc3F)C(=O)c4ccccc4)c(OC)c1
CHEMBL1306424,2551,3.6,Cc1ccnc(NCc2ccc(Cl)cc2)c1
CHEMBL1762547,2552,3.8,CCN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C
CHEMBL215275,2553,2.12,CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC
CHEMBL355236,2554,2.8,CCCc1c(O)c(ccc1OCc2ccc(cc2OC)c3nn[nH]n3)C(=O)C
CHEMBL211265,2555,2.46,Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)C4CC4)cc3
CHEMBL1946615,2556,2.12,O=C(N1CCOCC1)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56
CHEMBL2171215,2557,2.13,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)Cc4ccccc4)cc1Cl
CHEMBL571526,2558,2.72,C[C@@H](Oc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3
CHEMBL1738748,2559,2.42,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncc5)cc3
CHEMBL575099,2560,3.22,COc1cc(Nc2cc(Oc3cc(C)c(C)nc3c4ccccn4)ccn2)cc(OC)c1OC
CHEMBL459219,2561,1.21,CSc1nc(C(=O)N)c(N)s1
CHEMBL2068817,2562,3,COc1ccccc1CN(C(=O)C)c2cnccc2Oc3ccccc3
CHEMBL1891338,2563,3.7,COc1cccc(CNc2nc(NC(C)C)nc3ccsc23)c1OC
CHEMBL560219,2564,3.36,OCCN1C=Cc2c(NC(=O)Cc3ccc(Cl)c(c3)C(F)(F)F)cccc2C1=O
CHEMBL1934426,2565,1.23,C[C@H](NC(=O)c1c(C)nn(C2CCOCC2)c1NS(=O)(=O)c3ccc(cc3)C4CC4)C(C)(C)C
CHEMBL1829442,2566,4.14,CCC(NC(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4
CHEMBL396724,2567,3.27,OC[C@@H](O)CN1C(=O)[C@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3
CHEMBL2164747,2568,0.37,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](O)C3)c2c1
CHEMBL14474,2569,2.09,c1ccc2ncccc2c1
CHEMBL384684,2570,3.1,C[C@H](NC1=NC(=O)[C@@](C)(S1)C(F)(F)F)c2ccccc2F
CHEMBL147507,2571,0.6,C[C@@H](N)COc1c(C)cccc1C
CHEMBL93484,2572,-0.8,CC1N=C(N)N=C(N)N1c2ccc(Cl)cc2
CHEMBL384699,2573,3.4,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCCCN4CCOCC4
CHEMBL1213082,2574,2.6,Cc1ccccc1N2C(=Nc3cccc(C)c3C2=O)Cn4cnc5c(N)ncnc45
CHEMBL578723,2575,1,COc1ccc2nc3ccccc3c(N)c2c1
CHEMBL214350,2576,1.27,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)C(F)(F)F
CHEMBL1682950,2577,2.66,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccsc3)c4ccccc4
CHEMBL960,2578,3.9,Cc1oncc1C(=O)Nc2ccc(cc2)C(F)(F)F
CHEMBL1079324,2579,4.12,C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOCC3)c4ccc(Nc5ccccc5)nc4n2
CHEMBL1090173,2580,1.85,OCC(=O)N1CCC(CC1)c2n[nH]c(c3ccc(Cl)cc3)c2c4ccncn4
CHEMBL413558,2581,3.12,COc1ccc(cc1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C
CHEMBL2336329,2582,1.26,CNCc1cccc(c1)c2ccc3c(nc(nc3n2)N4C[C@@H](C)O[C@@H](C)C4)N5CCOCC5
CHEMBL2011927,2583,1.55,COc1ccc(cc1)c2nc3c(OCC4CCNCC4)c(Br)cnc3[nH]2
CHEMBL2011937,2584,0.25,COc1ccc(cc1)c2nc3c(NCCCNC(=O)c4ccccc4)c(Br)cnc3[nH]2
CHEMBL1933594,2585,1.42,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CC(F)(F)C4(F)F)nc23
CHEMBL495727,2586,2.3,O=C(NC1CC1)Nc2c[nH]nc2c3nc4cc(CN5CCOCC5)ccc4[nH]3
